DATE,MARKE,ANZAHL,CO2-EMISSION IN G/KM,EURO 6,ELEKTRO (BEV),HYBRID,DARUNTER PLUG-IN
202005,SSANGYONG,160,171.3,159,1,,
202005,SUBARU,485,184.5,485,,306,
202005,SUZUKI,1273,146.2,1273,,653,
202005,TESLA,312,,,312,,
202005,TOYOTA,4199,128,4198,,2428,28
202005,VOLVO,2840,147.7,2840,,1220,623
202005,VW,29568,146.5,27906,1609,615,438
202004,ALFA ROMEO,207,194.6,207,,,
202004,AUDI,8969,157.9,8587,256,4126,839
202004,BMW,12410,153.5,12036,290,2057,1244
202004,CITROEN,2202,182.5,2199,2,,
202004,DACIA,3057,147.3,3057,,,
202004,DS,164,139,162,2,36,36
202004,FIAT,3788,238.8,3787,,89,
202004,FORD,9311,148.3,9310,,681,166
202004,HONDA,380,155.9,377,1,82,
202004,HYUNDAI,3253,135.3,2927,306,344,43
202004,JAGUAR,602,190.4,577,24,,
202004,JEEP,603,211.7,600,,,
202004,KIA,3158,137.8,3017,141,416,185
202004,LAND ROVER,963,210.9,963,,541,54
202004,LEXUS,130,143.1,130,,128,
202004,MAZDA,1370,152.4,1370,,795,
202004,MERCEDES,8508,168.8,8480,26,1611,902
202004,MINI,2248,126.6,1976,263,85,85
202004,MITSUBISHI,2641,134,2641,,405,405
202004,NISSAN,1086,143,981,105,,
202004,OPEL,5153,134.5,5034,119,124,124
202004,PEUGEOT,2373,147.6,2366,7,92,92
202004,PORSCHE,1326,210.3,1203,123,125,125
202004,RENAULT,4742,121.7,4115,627,,
202004,SEAT,4827,152.3,4766,55,80,
202004,SKODA,7227,145.5,7081,134,192,192
202004,SMART,265,0.5,1,264,,
202004,SONSTIGE,1015,226.6,625,95,71,33
202004,SSANGYONG,72,169.7,72,,,
202004,SUBARU,260,185,260,,169,
202004,SUZUKI,912,146.6,912,,407,
202004,TESLA,635,,,635,,
202004,TOYOTA,3780,126.5,3780,,2189,31
202004,VOLVO,2462,143,2462,,1202,686
202004,VW,20741,146,19485,1160,526,376
202003,ALFA ROMEO,151,196.2,150,,,
202003,AUDI,18904,156.3,17992,739,8140,1336
202003,BMW,20047,149,19412,551,2886,1815
202003,CITROEN,3033,189.2,3031,,,
202003,DACIA,3339,148.9,3336,,,
202003,DS,217,140.3,212,5,40,40
202003,FIAT,6801,222.1,6798,,117,
202003,FORD,12730,152.1,12728,,872,161
202003,HONDA,890,152.4,884,6,188,
202003,HYUNDAI,5981,139.9,5551,414,685,78
202003,JAGUAR,719,193.4,678,41,,
202003,JEEP,950,208.8,945,,,
202003,KIA,4785,136.7,4600,184,704,382
202003,LAND ROVER,1244,217,1244,,646,59
202003,LEXUS,276,151.8,276,,239,
202003,MAZDA,3048,154.3,3048,,1609,
202003,MERCEDES,20132,164.7,20026,101,3977,1971
202003,MINI,3717,127.4,3375,326,248,248
202003,MITSUBISHI,4313,141.9,4313,,582,582
202003,NISSAN,3825,144.7,3516,308,,
202003,OPEL,10851,129.6,10134,715,136,136
202003,PEUGEOT,3157,150.1,3150,5,101,101
202003,PORSCHE,1941,212.4,1777,164,158,158
202003,RENAULT,6270,117.4,5324,945,,
202003,SEAT,9052,151.8,8936,110,,
202003,SKODA,12113,144.3,11833,261,303,303
202003,SMART,641,0.6,3,638,,
202003,SONSTIGE,1371,200.4,878,190,89,42
202003,SSANGYONG,127,173.2,127,,,
202003,SUBARU,522,185.2,522,,307,
202003,SUZUKI,1976,146.8,1976,,806,
202003,TESLA,2263,,,2263,,
202003,TOYOTA,5339,125,5338,,2941,37
202003,VOLVO,3751,145.1,3751,,1685,966
202003,VW,40643,145.5,38136,2363,1276,1011
202002,ALFA ROMEO,255,191.2,255,,,
202002,AUDI,19172,159.7,18421,602,8117,942
202002,BMW,17613,150.7,16963,480,2222,1326
202002,CITROEN,4409,160.3,4397,11,,
202002,DACIA,3708,149.2,3708,,,
202002,DS,222,135.1,210,12,51,51
202002,FIAT,6328,197.1,6324,,240,
202002,FORD,17330,155.3,17328,,1086,64
202002,HONDA,774,155.6,773,,190,
202002,HYUNDAI,8534,138.8,8002,514,882,160
202002,JAGUAR,667,177.7,609,58,,
202002,JEEP,1108,208.2,1104,,,
202002,KIA,5617,133.7,5321,296,929,498
202002,LAND ROVER,868,210.7,868,,492,43
202002,LEXUS,262,146.9,262,,240,
202002,MAZDA,3515,154.2,3515,,2054,
202002,MERCEDES,23577,167.4,23445,119,3963,1437
202002,MINI,2792,137.8,2733,52,235,235
202002,MITSUBISHI,4247,127.7,4247,,801,801
202002,NISSAN,3330,140.7,3003,327,,
202002,OPEL,14031,136,13908,123,344,344
202002,PEUGEOT,4339,143.7,4306,33,211,211
202002,PORSCHE,1734,203.3,1535,195,199,199
202002,RENAULT,9420,115.9,8055,1352,,
202002,SEAT,11225,150.4,11156,68,1,1
202002,SKODA,14870,144.7,14699,167,273,273
202002,SMART,695,0.2,1,694,,
202002,SONSTIGE,1310,217.7,893,120,87,51
202002,SSANGYONG,119,173.8,118,1,,
202002,SUBARU,449,184.8,449,,265,
202002,SUZUKI,2082,146.3,2082,,811,
202002,TESLA,685,,,685,,
202002,TOYOTA,5950,124.1,5948,,3740,39
202002,VOLVO,4301,150.6,4300,,1692,919
202002,VW,44405,148.2,42077,2245,875,760
202001,ALFA ROMEO,254,190.2,253,,,
202001,AUDI,22066,162,21219,573,9435,1223
202001,BMW,20454,154.6,19825,551,1950,1257
202001,CITROEN,4898,152.1,4856,42,,
202001,DACIA,3810,150.3,3810,,,
202001,DS,366,99.3,302,64,95,95
202001,FIAT,4428,182.1,4423,,7,
202001,FORD,17335,153.9,17335,,717,39
202001,HONDA,958,152.5,951,7,209,
202001,HYUNDAI,8217,140.7,7658,550,902,146
202001,JAGUAR,887,174.8,799,88,,
202001,JEEP,1028,211.9,1023,,,
202001,KIA,4617,141.2,4436,181,518,192
202001,LAND ROVER,1591,207.7,1591,,870,96
202001,LEXUS,391,144.3,391,,354,
202001,MAZDA,3526,149.9,3526,,2411,
202001,MERCEDES,26034,172,25929,97,4169,1186
202001,MINI,3095,138.9,3082,12,317,317
202001,MITSUBISHI,4228,127.8,4227,,868,868
202001,NISSAN,2983,140.4,2725,258,,
202001,OPEL,12279,135.1,12133,146,449,449
202001,PEUGEOT,5135,136.4,4982,153,437,437
202001,PORSCHE,2012,204.1,1845,167,318,318
202001,RENAULT,9936,110.9,8137,1798,,
202001,SEAT,10416,149.4,10344,70,2,2
202001,SKODA,14295,141.9,13856,437,425,425
202001,SMART,108,2.5,2,106,,
202001,SONSTIGE,1233,223.4,854,112,97,27
202001,SSANGYONG,131,174.2,131,,,
202001,SUBARU,372,186.7,372,,127,
202001,SUZUKI,1304,152.4,1304,,256,
202001,TESLA,367,,,367,,
202001,TOYOTA,5488,126.7,5488,,3648,32
202001,VOLVO,3314,152.4,3314,,1212,615
202001,VW,48744,152.4,46957,1713,1012,915
202301,AIWAYS,5.0,"0,0",,5,,
202301,ALFA ROMEO,430.0,164.6,430,,180,5
202301,ALPINE,31.0,155.1,31,,,
202301,ASTON MARTIN,31.0,304.1,31,,,
202301,AUDI,14754.0,134.4,12572,2061,8145,785
202301,BENTLEY,84.0,287.1,84,,3,3
202301,BMW,11158.0,144.5,10571,566,6212,825
202301,BYD,50.0,"0,0",,50,,
202301,CADILLAC,43.0,204,35,,,
202301,CITROEN,2269.0,160.1,2200,67,124,124
202301,DACIA,5671.0,113.9,4999,669,1,
202301,DS,79.0,123.3,70,9,7,7
202301,FERRARI,129.0,256,129,,51,51
202301,FIAT,3970.0,139.7,3589,379,2116,
202301,FORD,8174.0,143.5,8096,74,3783,318
202301,GWM,2.0,12,2,,2,2
202301,HONDA,503.0,126.3,496,7,465,
202301,HYUNDAI,6076.0,116.2,5303,764,1885,120
202301,INEOS,2.0,311,2,,,
202301,IVECO,57.0,,57,,,
202301,JAGUAR,245.0,186.9,238,6,121,1
202301,JEEP,660.0,115,650,,495,219
202301,KIA,3145.0,131.8,3055,89,718,50
202301,LADA,24.0,242.4,21,,,
202301,LAMBORGHINI,64.0,329.6,3,,,
202301,LAND ROVER,1140.0,192.9,1140,,965,207
202301,LEXUS,135.0,124.5,135,,123,21
202301,LOTUS,11.0,258,11,,,
202301,LUCID,2.0,"0,0",,2,,
202301,LYNK & CO,410.0,33.6,410,,410,410
202301,MAN,123.0,295.8,123,,,
202301,MASERATI,151.0,230.78,151,,88,
202301,MAXUS,1.0,"0,0",,1,,
202301,MAZDA,3327.0,123.9,2828,499,987,36
202301,MERCEDES,21439.0,153.8,19872,1559,8826,1781
202301,MG ROEWE,483.0,37.4,129,354,11,11
202301,MINI,1594.0,112.3,1273,318,9,9
202301,MITSUBISHI,668.0,111.2,666,,45,45
202301,MORGAN,3.0,184.7,3,,,
202301,NIO,1.0,"0,0",,1,,
202301,NISSAN,1998.0,134.3,1935,63,1267,
202301,OPEL,7327.0,121.6,7098,229,317,317
202301,PEUGEOT,2739.0,125.5,2467,270,220,220
202301,POLESTAR,154.0,"0,0",,154,,
202301,PORSCHE,3057.0,188.2,2509,544,369,342
202301,RENAULT,3566.0,123.4,3342,224,1324,122
202301,ROLLS ROYCE,11.0,373.3,11,,,
202301,SEAT,5588.0,124.8,5307,281,1003,869
202301,SKODA,13759.0,124.8,13026,729,544,362
202301,SMART,726.0,"0,0",,726,,
202301,SSANGYONG,195.0,186.5,194,,,
202301,SUBARU,236.0,186,236,,132,
202301,SUZUKI,1809.0,121.1,1809,,1799,6
202301,TESLA,4241.0,"0,0",,4241,,
202301,TOYOTA,6538.0,113.6,6388,137,4525,58
202301,VOLVO,2233.0,116,1831,402,1777,336
202301,VW,37076.0,136.3,34438,2532,1499,1109
202301,SONSTIGE,850.0,142.2,338,124,224,82
202302,ALFA ROMEO,373.0,156.4,373,,109,37
202302,ALPINE,17.0,155.3,17,,,
202302,ASTON MARTIN,32.0,303.5,32,,,
202302,AUDI,18277.0,129.6,15407,2706,9653,1171
202302,BENTLEY,54.0,295.6,54,,2,2
202302,BMW,14885.0,132.8,13457,1395,8110,1314
202302,BYD,7.0,"0,0",,7,,
202302,CADILLAC,19.0,199.4,15,,,
202302,CITROEN,3262.0,152.1,2957,302,83,83
202302,DACIA,4792.0,127,4628,164,8,
202302,DS,114.0,97.1,86,28,12,12
202302,FERRARI,118.0,271.6,118,,31,31
202302,FIAT,5706.0,124.5,4505,1194,2616,
202302,FORD,8933.0,143.2,8770,157,4113,231
202302,GWM,10.0,23,5,5,5,5
202302,HONDA,509.0,124.2,495,14,433,
202302,HYUNDAI,6970.0,94.2,4734,2229,1968,162
202302,INEOS,8.0,322.4,8,,,
202302,IVECO,66.0,,65,,,
202302,JAGUAR,254.0,156,236,18,143,29
202302,JEEP,761.0,111.4,755,,709,225
202302,KIA,4550.0,125.8,4225,325,978,156
202302,LADA,36.0,242.7,17,,,
202302,LAMBORGHINI,90.0,329.6,1,,,
202302,LAND ROVER,907.0,165.6,907,,769,316
202302,LEXUS,144.0,116.5,144,,137,39
202302,LOTUS,12.0,261.5,12,,,
202302,LUCID,3.0,"0,0",,3,,
202302,LYNK & CO,276.0,25.2,272,4,272,272
202302,MAN,167.0,301.9,166,,,
202302,MASERATI,144.0,225.6,144,,97,
202302,MAZDA,3032.0,126,2867,165,1488,283
202302,MERCEDES,21682.0,133.2,19180,2470,10680,2703
202302,MG ROEWE,1330.0,42.1,342,988,2,2
202302,MINI,2976.0,90.6,1931,1045,17,17
202302,MITSUBISHI,703.0,109.7,703,,77,65
202302,MORGAN,1.0,159,1,,,
202302,NIO,13.0,"0,0",,13,,
202302,NISSAN,2460.0,131.5,2374,86,1737,
202302,OPEL,9637.0,114.6,8695,941,294,294
202302,PEUGEOT,4167.0,99.2,3252,913,488,488
202302,POLESTAR,125.0,"0,0",,125,,
202302,PORSCHE,2580.0,202.3,2180,396,424,393
202302,RENAULT,3608.0,106,2949,659,1092,139
202302,ROLLS ROYCE,33.0,333.2,30,3,,
202302,SEAT,8111.0,116.8,7211,900,1169,1002
202302,SKODA,13745.0,122.6,12944,799,897,531
202302,SMART,846.0,0.2,1,845,,
202302,SSANGYONG,193.0,187,192,1,,
202302,SUBARU,282.0,183.8,280,2,174,
202302,SUZUKI,2121.0,123.8,2121,,2120,3
202302,TESLA,7711.0,"0,0",,7711,,
202302,TOYOTA,5803.0,106.8,5328,469,3880,43
202302,VOLVO,2980.0,76.5,2092,888,2062,856
202302,VW,39519.0,128.8,34945,4440,1894,943
202302,SONSTIGE,1056.0,176.4,628,65,237,69
202303,AIWAYS,18.0,"0,0",,18,,
202303,ALFA ROMEO,534.0,153.3,534,,175,60
202303,ALPINE,17.0,156.1,17,,,
202303,ASTON MARTIN,51.0,300.3,51,,,
202303,AUDI,27699.0,136,24594,2870,14492,1994
202303,BENTLEY,97.0,292.5,97,,1,
202303,BMW,21246.0,129.8,18779,2373,11202,1911
202303,BYD,7.0,"0,0",,7,,
202303,CADILLAC,20.0,213.7,14,,,
202303,CITROEN,4028.0,162,3602,423,80,80
202303,DACIA,5931.0,119.4,5417,514,83,
202303,DS,224.0,112.5,206,18,43,43
202303,FERRARI,211.0,251.6,211,,75,75
202303,FIAT,8190.0,129.2,6633,1552,3383,
202303,FORD,11498.0,138.8,11052,438,5182,702
202303,GWM,164.0,"0,0",,163,1,
202303,HONDA,465.0,115.4,441,24,423,
202303,HYUNDAI,9687.0,102.5,7277,2401,3688,398
202303,IVECO,87.0,,87,,,
202303,JAGUAR,432.0,169,394,37,212,32
202303,JEEP,1032.0,118.1,1025,,988,239
202303,KIA,6371.0,110.1,5414,957,1848,483
202303,LADA,14.0,243.3,9,,,
202303,LAMBORGHINI,114.0,329.6,2,,,
202303,LAND ROVER,1594.0,183.7,1594,,1323,378
202303,LEXUS,257.0,122.6,257,,231,68
202303,LOTUS,26.0,258,26,,,
202303,LUCID,1.0,"0,0",,1,,
202303,LYNK & CO,429.0,25.1,429,,429,429
202303,MAN,340.0,311.6,339,,,
202303,MASERATI,135.0,232.4,135,,75,
202303,MAZDA,5791.0,128.8,5570,221,2648,440
202303,MERCEDES,28108.0,129.2,24823,3269,13891,4073
202303,MG ROEWE,2010.0,18.3,235,1775,1,1
202303,MINI,5113.0,102.9,3810,1300,49,49
202303,MITSUBISHI,1658.0,110.3,1658,,488,164
202303,MORGAN,8.0,183.9,8,,,
202303,NIO,122.0,"0,0",,122,,
202303,NISSAN,4590.0,126.8,4310,280,3602,
202303,OPEL,13317.0,114.8,12374,943,628,628
202303,PEUGEOT,4879.0,107.1,3827,1052,355,355
202303,POLESTAR,756.0,"0,0",,756,,
202303,PORSCHE,3548.0,228.2,3241,302,463,457
202303,RENAULT,6100.0,103.1,4752,1348,1875,157
202303,ROLLS ROYCE,38.0,291.4,30,8,,
202303,SEAT,11715.0,121.4,10450,1264,1700,1195
202303,SKODA,16040.0,124.8,14827,1208,529,262
202303,SMART,1809.0,"0,0",,1809,,
202303,SSANGYONG,147.0,188.9,146,1,,
202303,SUBARU,479.0,179.4,466,13,265,
202303,SUZUKI,3283.0,123,3283,,3283,3
202303,TESLA,8703.0,"0,0",,8703,,
202303,TOYOTA,6655.0,111.5,6416,224,4661,20
202303,VOLVO,4281.0,93.4,3287,994,3137,1072
202303,VW,49894.0,127.8,43253,6471,2321,951
202303,SONSTIGE,1398.0,133,563,266,199,57
202304,ALFA ROMEO,576.0,162.2,576,,121,59
202304,ALPINE,35.0,155,35,,,
202304,ASTON MARTIN,40.0,298.2,40,,,
202304,AUDI,17788.0,141.8,15774,1875,10005,975
202304,BENTLEY,70.0,295.6,69,,1,1
202304,BMW,17262.0,132.2,15371,1823,9367,1482
202304,BYD,47.0,"0,0",,43,4,4
202304,CADILLAC,10.0,220,7,,,
202304,CITROEN,2884.0,162.1,2495,387,60,60
202304,DACIA,4471.0,111.1,3860,611,80,
202304,DS,116.0,105.2,101,15,23,23
202304,FERRARI,184.0,259.4,184,,65,65
202304,FIAT,5081.0,135.1,4069,1004,1784,
202304,FORD,8159.0,145.3,7810,346,3170,480
202304,GWM,101.0,"0,0",,101,,
202304,HONDA,290.0,118,278,12,268,
202304,HYUNDAI,7904.0,105.3,6111,1784,3094,377
202304,INEOS,10.0,322.4,10,,,
202304,IVECO,76.0,,76,,,
202304,JAGUAR,194.0,167.3,179,15,122,16
202304,JEEP,590.0,110.4,577,,572,190
202304,KIA,6181.0,107.7,5392,789,2318,744
202304,LADA,9.0,241,5,,,
202304,LAMBORGHINI,68.0,334.9,,,,
202304,LAND ROVER,818.0,192.2,818,,682,186
202304,LEXUS,262.0,111.9,246,16,234,54
202304,LOTUS,37.0,258,37,,,
202304,LYNK & CO,194.0,24.1,194,,194,194
202304,MAN,227.0,313,216,,,
202304,MASERATI,81.0,232.2,81,,40,
202304,MAXUS,2.0,"0,0",,2,,
202304,MAZDA,2821.0,115.5,2557,264,1678,287
202304,MERCEDES,20990.0,131.3,18667,2322,10867,2892
202304,MG ROEWE,1163.0,20.4,155,1008,2,2
202304,MINI,3645.0,104.4,2725,920,41,41
202304,MITSUBISHI,1400.0,113,1400,,514,104
202304,MORGAN,10.0,167.4,10,,,
202304,NIO,25.0,"0,0",,25,,
202304,NISSAN,2063.0,123.6,1862,201,1262,
202304,OPEL,11652.0,109.6,10390,1261,469,469
202304,PEUGEOT,3379.0,106.8,2617,762,223,223
202304,POLESTAR,544.0,"0,0",,544,,
202304,PORSCHE,2768.0,209.7,2548,214,443,443
202304,RENAULT,4639.0,110.4,3776,863,1462,29
202304,ROLLS ROYCE,36.0,348,34,2,,
202304,SEAT,10182.0,126.6,9246,934,1158,789
202304,SKODA,11990.0,119.1,10584,1405,429,253
202304,SMART,1560.0,"0,0",,1559,,
202304,SSANGYONG,149.0,187.2,147,2,,
202304,SUBARU,327.0,183.8,324,3,138,
202304,SUZUKI,1119.0,120,1119,,1118,3
202304,TESLA,2420.0,"0,0",,2420,,
202304,TOYOTA,5268.0,110.2,5000,251,3283,24
202304,VOLVO,3004.0,102.8,2491,513,2459,764
202304,VW,36940.0,127,31412,5368,1518,480
202304,SONSTIGE,1086.0,188.4,529,76,200,74
202305,AIWAYS,1.0,"0,0",,1,,
202305,ALFA ROMEO,609.0,167.3,609,,97,49
202305,ALPINE,51.0,154.8,51,,,
202305,ASTON MARTIN,58.0,304.6,58,,,
202305,AUDI,22143.0,138.9,19622,2324,11621,1352
202305,BENTLEY,104.0,280.6,104,,7,5
202305,BMW,27489.0,129,23593,3816,14388,1953
202305,BYD,54.0,"0,0",,54,,
202305,CADILLAC,31.0,210.6,19,,,
202305,CITROEN,3700.0,138.3,2943,756,201,201
202305,DACIA,5658.0,119.7,5220,438,58,
202305,DS,146.0,95.1,126,20,39,39
202305,FERRARI,171.0,275.2,170,,51,50
202305,FIAT,5650.0,127,4025,1619,1305,
202305,FORD,10913.0,140.4,10501,401,4732,857
202305,GWM,155.0,"0,0",,155,,
202305,HONDA,433.0,115.9,417,16,409,
202305,HYUNDAI,9341.0,101.6,7028,2306,3318,566
202305,INEOS,58.0,314.5,58,,,
202305,IVECO,93.0,,92,,,
202305,JAGUAR,181.0,175.1,168,13,90,18
202305,JEEP,960.0,75,638,313,637,224
202305,KIA,6684.0,103.2,5614,1070,2498,738
202305,LADA,14.0,242.3,8,,,
202305,LAMBORGHINI,112.0,330.8,,,,
202305,LAND ROVER,884.0,186.6,882,,725,198
202305,LEVC,1.0,14,1,,1,1
202305,LEXUS,240.0,104.5,224,16,222,54
202305,LOTUS,37.0,259.3,37,,,
202305,LUCID,1.0,"0,0",,1,,
202305,LYNK & CO,237.0,24.6,237,,237,237
202305,MAN,199.0,312.7,184,,,
202305,MASERATI,82.0,242.6,82,,36,
202305,MAXUS,6.0,"0,0",1,5,,
202305,MAZDA,3279.0,122.5,2955,324,1861,160
202305,MERCEDES,27911.0,127.1,24136,3763,13789,3709
202305,MG ROEWE,1780.0,14.1,160,1620,,
202305,MINI,3788.0,95.6,2603,1184,25,25
202305,MITSUBISHI,1538.0,111.9,1532,,315,140
202305,MORGAN,6.0,158.5,6,,,
202305,NIO,44.0,"0,0",,44,,
202305,NISSAN,1817.0,124.4,1641,176,1161,
202305,OPEL,10405.0,104.5,8992,1413,609,609
202305,PEUGEOT,3521.0,102,2558,959,185,185
202305,POLESTAR,629.0,"0,0",,629,,
202305,PORSCHE,2992.0,204.3,2571,420,304,302
202305,RENAULT,5287.0,107.7,4246,1039,1741,26
202305,ROLLS ROYCE,29.0,368,29,,,
202305,SEAT,11434.0,130,10323,1109,1334,565
202305,SKODA,13157.0,116.3,11460,1692,574,418
202305,SMART,1623.0,"0,0",,1623,,
202305,SSANGYONG,172.0,160.2,150,22,,
202305,SUBARU,344.0,180.5,335,9,151,
202305,SUZUKI,1478.0,119.9,1478,,1478,8
202305,TESLA,5265.0,"0,0",,5265,,
202305,TOYOTA,5768.0,109.7,5418,320,3490,8
202305,VOLVO,3091.0,94.4,2296,795,2275,648
202305,VW,43831.0,125.9,36860,6772,1504,412
202305,SONSTIGE,1281.0,141,564,278,177,46
202306,AIWAYS,15.0,"0,0",,15,,
202306,ALFA ROMEO,594.0,169.7,594,,122,56
202306,ALPINE,56.0,154.8,56,,,
202306,ASTON MARTIN,60.0,301.5,60,,,
202306,AUDI,24923.0,138.9,22120,2579,12725,1596
202306,BENTLEY,86.0,292.1,86,,2,2
202306,BMW,19595.0,122.6,16647,2872,10074,1906
202306,BYD,63.0,"0,0",,63,,
202306,CADILLAC,52.0,215,27,,,
202306,CITROEN,3509.0,130.7,2759,742,209,209
202306,DACIA,8233.0,114.4,7326,907,129,
202306,DS,262.0,117.8,247,15,49,49
202306,FERRARI,178.0,250.6,178,,71,71
202306,FIAT,8084.0,94.3,5050,3025,2645,
202306,FORD,12049.0,132.4,11169,870,5135,1056
202306,GWM,196.0,5.6,6,190,6,6
202306,HONDA,418.0,121.6,404,14,366,3
202306,HYUNDAI,10023.0,97.3,7392,2613,3837,682
202306,INEOS,179.0,315.4,179,,,
202306,IVECO,101.0,,101,,,
202306,JAGUAR,317.0,177.6,293,24,135,29
202306,JEEP,1215.0,89.1,1023,184,1017,358
202306,KIA,8353.0,104.3,6983,1370,2786,803
202306,LADA,11.0,242.1,8,,,
202306,LAMBORGHINI,90.0,330.8,3,,1,1
202306,LAND ROVER,1470.0,184,1470,,1283,309
202306,LEXUS,378.0,105,369,9,361,94
202306,LOTUS,31.0,258.6,31,,,
202306,LUCID,34.0,"0,0",,34,,
202306,LYNK & CO,130.0,28.5,130,,130,129
202306,MAN,217.0,317.8,209,,,
202306,MASERATI,103.0,239.2,103,,45,
202306,MAXUS,5.0,"0,0",,5,,
202306,MAZDA,4475.0,123.5,4123,352,2852,341
202306,MERCEDES,25207.0,124.9,21670,3530,12016,3703
202306,MG ROEWE,2633.0,43.3,673,1960,2,2
202306,MG ROVER,1.0,262,1,,,
202306,MINI,4675.0,103.1,3459,1216,29,29
202306,MITSUBISHI,1532.0,111.9,1532,,283,127
202306,MORGAN,4.0,156.7,4,,,
202306,NIO,145.0,"0,0",,145,,
202306,NISSAN,2757.0,128.1,2546,210,1927,
202306,OPEL,14506.0,106.4,12300,2206,432,432
202306,PEUGEOT,4548.0,101.5,3338,1210,225,224
202306,POLESTAR,950.0,"0,0",,950,,
202306,PORSCHE,3417.0,170.8,2537,872,408,373
202306,RENAULT,7391.0,101.6,5560,1831,2985,31
202306,ROLLS ROYCE,29.0,352.1,28,1,,
202306,SEAT,13455.0,126.9,12013,1441,1931,1118
202306,SKODA,14758.0,114.3,12820,1936,765,655
202306,SMART,1706.0,"0,0",,1706,,
202306,SSANGYONG,219.0,133.3,158,61,,
202306,SUBARU,406.0,179.6,391,15,146,
202306,SUZUKI,1751.0,118.4,1749,2,1749,4
202306,TESLA,8044.0,"0,0",,8044,,
202306,TOYOTA,7614.0,110,7346,249,5011,41
202306,VOLVO,4318.0,121,3815,503,3762,786
202306,VW,53210.0,121.2,44180,8831,2348,586
202306,SONSTIGE,1358.0,151.7,513,186,250,119
202307,AIWAYS,5.0,"0,0",,5,,
202307,ALFA ROMEO,605.0,157.2,605,,199,66
202307,ALPINE,56.0,156.2,56,,,
202307,ASTON MARTIN,30.0,292.7,30,,,
202307,AUDI,19926.0,136.2,17375,2371,10340,1338
202307,BENTLEY,63.0,298.125,63,,,
202307,BMW,18907.0,117,15635,3142,9777,2035
202307,BYD,404.0,"0,0",,404,,
202307,CADILLAC,35.0,211.5,30,,,
202307,CITROEN,2801.0,138.9,2238,561,95,95
202307,DACIA,5604.0,87.1,3786,1818,98,
202307,DS,384.0,120.8,375,9,69,69
202307,FERRARI,165.0,243.9625,165,,81,81
202307,FIAT,6905.0,98.1,4382,2516,2151,
202307,FORD,10845.0,133.6,10586,255,5174,1249
202307,GWM,221.0,"0,0",,221,,
202307,HONDA,666.0,123.2,660,6,611,13
202307,HYUNDAI,10776.0,92,7428,3314,3322,453
202307,INEOS,128.0,313.4,128,,,
202307,IVECO,74.0,,74,,,
202307,JAGUAR,284.0,178.5,264,20,157,18
202307,JEEP,1618.0,47.96125,698,902,619,211
202307,KIA,7373.0,99.2,5745,1628,2065,590
202307,LADA,9.0,244,6,,,
202307,LAMBORGHINI,87.0,329.9,,,3,3
202307,LAND ROVER,1459.0,187.8,1459,,1214,270
202307,LEXUS,336.0,98.3,326,10,324,129
202307,LOTUS,27.0,168.7,18,9,,
202307,LUCID,6.0,"0,0",,6,,
202307,LYNK & CO,206.0,30.1,206,,206,206
202307,MAN,185.0,291.4,174,,,
202307,MASERATI,76.0,250.9,76,,21,
202307,MAXUS,10.0,"0,0",,10,,
202307,MAZDA,3332.0,113.6,2807,525,1945,261
202307,MERCEDES,21377.0,117.5,17661,3700,9599,3261
202307,MG ROEWE,2239.0,21.5,298,1941,2,2
202307,MINI,4415.0,104.8,3346,1069,18,18
202307,MITSUBISHI,1361.0,111.1,1361,,404,132
202307,MORGAN,4.0,164.5,4,,,
202307,NIO,44.0,"0,0",,44,,
202307,NISSAN,2478.0,127.6,2209,268,1519,
202307,OPEL,12677.0,108.4,10742,1935,435,435
202307,PEUGEOT,4120.0,100.1,3012,1108,280,280
202307,POLESTAR,1052.0,"0,0",,1052,,
202307,PORSCHE,2965.0,191.8,2392,571,227,169
202307,RENAULT,6346.0,95.4,4510,1836,2529,60
